VIN,接收时间,报文时间,报文内容,
LDP53A930HC108980,2019/10/26 15:49,2019/10/26 15:49,232302fe4c4450353341393330484331303839383001008d130a1a0f310d010103010000000383f500d22728090100e78e0000020101043d4e204e203702e827100500072d85a801e171d40601021068010310680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000099,232302
LDP53A930HC108980,2019/10/26 15:49,2019/10/26 15:49,232302fe4c4450353341393330484331303839383001008d130a1a0f3126010103010000000383f500d22729090100d3e40000020101043e4e204e203702e827100500072d85a001e171d80601021068010310680101d20102000700000000000000000008010100d22729001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000eb,232302
LDP53A930HC108980,2019/10/26 15:50,2019/10/26 15:50,232302fe4c4450353341393330484331303839383001008d130a1a0f3203010103010000000383f500d22729090100e6400000020101043e4e204e203702e827100500072d85a801e171dc0601021068010910680101d20102000700000000000000000008010100d22729001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d20000005a,232302
LDP53A930HC108980,2019/10/26 15:50,2019/10/26 15:50,232302fe4c4450353341393330484331303839383001008d130a1a0f321c010103010000000383f500d22729090100ea130000020101043e4e204e203702e827100500072d85b001e171e80601021068010910680101d20102000700000000000000000008010100d22729001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000036,232302
LDP53A930HC108980,2019/10/26 15:50,2019/10/26 15:50,232302fe4c4450353341393330484331303839383001008d130a1a0f3235010103010000000383f500d22729090100dd230000020101043d4e204e203702e827100500072d85c001e171ea0601021068010910680101d20102000700000000000000000008010100d22729001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000069,232302
LDP53A930HC108980,2019/10/26 15:51,2019/10/26 15:51,232302fe4c4450353341393330484331303839383001008d130a1a0f3312010103010000000383f500d22729090100dfa20000020101043e4e204e203702e827100500072d85c801e171f00601021068010910680101d20102000700000000000000000008010100d22729001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000dd,232302
LDP53A930HC108980,2019/10/26 15:51,2019/10/26 15:51,232302fe4c4450353341393330484331303839383001008d130a1a0f332b010103010000000383f500d22729090100ea050000020101043e4e204e203702e827100500072d85d001e171dc0601021068010910680101d20102000700000000000000000008010100d22729001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000042,232302
LDP53A930HC108980,2019/10/26 15:52,2019/10/26 15:52,232302fe4c4450353341393330484331303839383001008d130a1a0f3408010103010000000383f500d22728090100d3ce0000020101043e4e204e203702e827100500072d85d001e171de0601021068010910680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000096,232302
LDP53A930HC108980,2019/10/26 15:52,2019/10/26 15:52,232302fe4c4450353341393330484331303839383001008d130a1a0f3421010103010000000383f500d22729090100e0820000020101043e4e204e203702e827100500072d85c001e171da0601021068010910680101d20102000700000000000000000008010100d22729001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000d4,232302
LDP53A930HC108980,2019/10/26 15:52,2019/10/26 15:52,232302fe4c4450353341393330484331303839383001008d130a1a0f343a010103010000000383f500d22728090100e85a0000020101043e4e204e203702e827100500072d85b801e171d40601021068010910680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000069,232302
LDP53A930HC108980,2019/10/26 15:53,2019/10/26 15:53,232302fe4c4450353341393330484331303839383001008d130a1a0f3517010103010000000383f500d22729090100d3be0000020101043e4e204e203702e827100500072d85b801e171cc0601021068010910680101d20102000700000000000000000008010100d22729001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000082,232302
LDP53A930HC108980,2019/10/26 15:53,2019/10/26 15:53,232302fe4c4450353341393330484331303839383001008d130a1a0f3530010103010000000383f500d22729090100e1810000020101043e4e204e203702e827100500072d85b001e171c00601021068010810680101d20102000700000000000000000008010100d22729001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000ad,232302
LDP53A930HC108980,2019/10/26 15:54,2019/10/26 15:54,232302fe4c4450353341393330484331303839383001008d130a1a0f360d010103010000000383f500d22729090100ea0c0000020101043e4e204e203702e827100500072d85b801e171ce0601021068010810680101d20102000700000000000000000008010100d22729001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000013,232302
LDP53A930HC108980,2019/10/26 15:54,2019/10/26 15:54,232302fe4c4450353341393330484331303839383001008d130a1a0f3626010103010000000383f500d22729090100deb70000020101043e4e204e203702e827100500072d85b801e171d00601021068010810680101d20102000700000000000000000008010100d22729001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000a9,232302
LDP53A930HC108980,2019/10/26 15:55,2019/10/26 15:55,232302fe4c4450353341393330484331303839383001008d130a1a0f3703010103010000000383f500d22728090100d3b90000020101043e4e204e203702e827100500072d85b801e171cc0601021068010810680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000092,232302
LDP53A930HC108980,2019/10/26 15:55,2019/10/26 15:55,232302fe4c4450353341393330484331303839383001008d130a1a0f371c010103010000000383f500d22729090100ea040000020101043e4e204e203702e827100500072d85b801e171d20601021068010910680101d20102000700000000000000000008010100d22729001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000016,232302
LDP53A930HC108980,2019/10/26 15:55,2019/10/26 15:55,232302fe4c4450353341393330484331303839383001008d130a1a0f3735010103010000000383f500d22728090100ea0d0000020101043e4e204e203702e827100500072d85b801e171d40601021068010810680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000031,232302
LDP53A930HC108980,2019/10/26 15:56,2019/10/26 15:56,232302fe4c4450353341393330484331303839383001008d130a1a0f3812010103010000000383f500d22728090100e61c0000020101043e4e204e203702e727100500072d85b801e171dc0601021068010810680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000003,232302
LDP53A930HC108980,2019/10/26 15:56,2019/10/26 15:56,232302fe4c4450353341393330484331303839383001008d130a1a0f382b010103010000000383f500d22728090100d8860000020101043e4e204e203702e727100500072d85b801e171e00601021068010810680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000a2,232302
LDP53A930HC108980,2019/10/26 15:57,2019/10/26 15:57,232302fe4c4450353341393330484331303839383001008d130a1a0f3908010103010000000383f500d22728090100df7f0000020101043e4e204e203702e827100500072d85c001e171fa0601021068010810680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000013,232302
LDP53A930HC108980,2019/10/26 15:57,2019/10/26 15:57,232302fe4c4450353341393330484331303839383001008d130a1a0f3921010103010000000383f500d22728090100ea0e0000020101043e4e204e203702e727100500072d85c001e171f80601021068010810680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000073,232302
LDP53A930HC108980,2019/10/26 15:58,2019/10/26 15:57,232302fe4c4450353341393330484331303839383001008d130a1a0f393a010103010000000383f500d22728090100e4d70000020101043e4e204e203702e727100500072d85b001e172040601021068010910680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000031,232302
LDP53A930HC108980,2019/10/26 15:58,2019/10/26 15:58,232302fe4c4450353341393330484331303839383001008d130a1a0f3a17010103010000000383f500d22728090100ea0e0000020101043e4e204e203702e827100500072d85c001e1720e0601021068010910680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000bd,232302
LDP53A930HC108980,2019/10/26 15:58,2019/10/26 15:58,232302fe4c4450353341393330484331303839383001008d130a1a0f3a30010103010000000383f500d22728090100e8300000020101043e4e204e203702e727100500072d85c001e1721a0601021068010910680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000bd,232302
LDP53A930HC108980,2019/10/26 15:59,2019/10/26 15:59,232302fe4c4450353341393330484331303839383001008d130a1a0f3b0d010103010000000383f500d22727090100d4500000020101043e4e204e203702e727100500072d85b801e1721a0601021068010910680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000a5,232302
LDP53A930HC108980,2019/10/26 15:59,2019/10/26 15:59,232302fe4c4450353341393330484331303839383001008d130a1a0f3b26010103010000000383f500d22728090100c09a0000020101043e4e204e203702e727100500072d85b801e172180601021068010910680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000052,232302
LDP53A930HC108980,2019/10/26 16:00,2019/10/26 16:00,232302fe4c4450353341393330484331303839383001008d130a1a100003010103010000000383f500d22728090100cc260000020101043e4e204e203702e727100500072d85b801e172180601021068010910680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000e3,232302
LDP53A930HC108980,2019/10/26 16:00,2019/10/26 16:00,232302fe4c4450353341393330484331303839383001008d130a1a10001c010103010000000383f500d22727090100e9260000020101043e4e204e203702e727100500072d85b801e172180601021068010910680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000d9,232302
LDP53A930HC108980,2019/10/26 16:00,2019/10/26 16:00,232302fe4c4450353341393330484331303839383001008d130a1a100035010103010000000383f500d22728090100de9a0000020101043e4e204e203702e727100500072d85c001e172160601021068010910680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d20000000d,232302
LDP53A930HC108980,2019/10/26 16:01,2019/10/26 16:01,232302fe4c4450353341393330484331303839383001008d130a1a100112010103010000000383f500d22727090100ea070000020101043e4e204e203702e727100500072d85c001e172140601021068010910680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000080,232302
LDP53A930HC108980,2019/10/26 16:01,2019/10/26 16:01,232302fe4c4450353341393330484331303839383001008d130a1a10012b010103010000000383f500d22727090100de9a0000020101043e4e204e203702e727100500072d85c001e172120601021068010910680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000016,232302
LDP53A930HC108980,2019/10/26 16:02,2019/10/26 16:02,232302fe4c4450353341393330484331303839383001008d130a1a100208010103010000000383f500d22728080100de9a0000020101043e4e204e203702e727100500072d85b801e1720e0601021068010810680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000052,232302
LDP53A930HC108980,2019/10/26 16:02,2019/10/26 16:02,232302fe4c4450353341393330484331303839383001008d130a1a100221010103010000000383f500d22727080100d9580000020101043e4e204e203702e727100500072d85b801e1720c0601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000bc,232302
LDP53A930HC108980,2019/10/26 16:02,2019/10/26 16:02,232302fe4c4450353341393330484331303839383001008d130a1a10023a010103010000000383f500d22727080100e1470000020101043e4e204e203702e727100500072d85c001e1720e0601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000fa,232302
LDP53A930HC108980,2019/10/26 16:03,2019/10/26 16:03,232302fe4c4450353341393330484331303839383001008d130a1a100317010103010000000383f500d22727080100ea130000020101043e4e204e203702e727100500072d85c001e172120601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000095,232302
LDP53A930HC108980,2019/10/26 16:03,2019/10/26 16:03,232302fe4c4450353341393330484331303839383001008d130a1a100330010103010000000383f500d22727080100ea090000020101043e4e204e203702e727100500072d85b001e172060601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000cc,232302
LDP53A930HC108980,2019/10/26 16:04,2019/10/26 16:04,232302fe4c4450353341393330484331303839383001008d130a1a10040d010103010000000383f500d22727080100ea0f0000020101043e4e204e203702e727100500072d85c001e172080601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d20000008e,232302
LDP53A930HC108980,2019/10/26 16:04,2019/10/26 16:04,232302fe4c4450353341393330484331303839383001008d130a1a100426010103010000000383f500d22727080100cb430000020101043e4e204e203702e727100500072d85c001e172060601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000c6,232302
LDP53A930HC108980,2019/10/26 16:05,2019/10/26 16:05,232302fe4c4450353341393330484331303839383001008d130a1a100503010103010000000383f500d22727080100ea0f0000020101043e4e204e203702e727100500072d85b801e172020601021068010910680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000f2,232302
LDP53A930HC108980,2019/10/26 16:05,2019/10/26 16:05,232302fe4c4450353341393330484331303839383001008d130a1a10051c010103010000000383f500d22727080100deb70000020101043e4e204e203702e727100500072d85b001e171f20601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d20000009b,232302
LDP53A930HC108980,2019/10/26 16:05,2019/10/26 16:05,232302fe4c4450353341393330484331303839383001008d130a1a100535010103010000000383f500d22727080100d5390000020101043e4e204e203702e727100500072d85b001e171f00601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000035,232302
LDP53A930HC108980,2019/10/26 16:06,2019/10/26 16:06,232302fe4c4450353341393330484331303839383001008d130a1a100612010103010000000383f500d22727080100d3930000020101043e4e204e203702e727100500072d85a801e171e80601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000bd,232302
LDP53A930HC108980,2019/10/26 16:06,2019/10/26 16:06,232302fe4c4450353341393330484331303839383001008d130a1a10062b010103010000000383f500d22727080100c13b0000020101043e4e204e203702e727100500072d85a801e171e60601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000030,232302
LDP53A930HC108980,2019/10/26 16:07,2019/10/26 16:07,232302fe4c4450353341393330484331303839383001008d130a1a100708010103010000000383f500d22727080100ba750000020101043e4e204e203702e727100500072d85a801e171e40601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000025,232302
LDP53A930HC108980,2019/10/26 16:07,2019/10/26 16:07,232302fe4c4450353341393330484331303839383001008d130a1a100721010103010000000383f500d22727080100ea180000020101043e4e204e203702e727100500072d85b001e171ec0601021068010910680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000020,232302
LDP53A930HC108980,2019/10/26 16:07,2019/10/26 16:07,232302fe4c4450353341393330484331303839383001008d130a1a10073a010103010000000383f500d22727080100e9020000020101043e4e204e203702e727100500072d85b801e171dc0601021068010910680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d20000001a,232302
LDP53A930HC108980,2019/10/26 16:08,2019/10/26 16:08,232302fe4c4450353341393330484331303839383001008d130a1a100817010103010000000383f500d22727080100e8540000020101043e4e204e203702e727100500072d85a001e171d60601021068010910680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d20000007d,232302
LDP53A930HC108980,2019/10/26 16:08,2019/10/26 16:08,232302fe4c4450353341393330484331303839383001008d130a1a100830010103010000000383f500d22728080100c8f20000020101043e4e204e203702e727100500072d85a801e171de0601021068010910680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000dc,232302
LDP53A930HC108980,2019/10/26 16:09,2019/10/26 16:09,232302fe4c4450353341393330484331303839383001008d130a1a10090d010103010000000383f500d22727080100e8120000020101043e4e204e203702e727100500072d85b801e171e80601021068010910680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000006,232302
LDP53A930HC108980,2019/10/26 16:09,2019/10/26 16:09,232302fe4c4450353341393330484331303839383001008d130a1a100926010103010000000383f500d22727080100de730000020101043e4e204e203702e727100500072d85c001e171f20601021068010910680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000018,232302
LDP53A930HC108980,2019/10/26 16:10,2019/10/26 16:10,232302fe4c4450353341393330484331303839383001008d130a1a100a03010103010000000383f500d22728080100cbf80000020101043e4e204e203702e727100500072d85b801e171e40601021068010910680101d20102000700000000000000000008010100d22728001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000ce,232302
LDP53A930HC108980,2019/10/26 16:10,2019/10/26 16:10,232302fe4c4450353341393330484331303839383001008d130a1a100a1c010103010000000383f500d22727080100e8060000020101043e4e204e203702e727100500072d85c001e171ec0601021068010910680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d20000007c,232302
LDP53A930HC108980,2019/10/26 16:10,2019/10/26 16:10,232302fe4c4450353341393330484331303839383001008d130a1a100a35010103010000000383f500d22727080100e8480000020101043e4e204e203702e727100500072d85b001e171e60601021068010910680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000061,232302
LDP53A930HC108980,2019/10/26 16:11,2019/10/26 16:11,232302fe4c4450353341393330484331303839383001008d130a1a100b12010103010000000383f500d22727080100cbe30000020101043e4e204e203702e727100500072d85a801e171e80601021068010910680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000d9,232302
LDP53A930HC108980,2019/10/26 16:11,2019/10/26 16:11,232302fe4c4450353341393330484331303839383001008d130a1a100b2b010103010000000383f500d22727080100e8420000020101043e4e204e203702e727100500072d85a801e171e40601021068010910680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d20000006e,232302
LDP53A930HC108980,2019/10/26 16:12,2019/10/26 16:12,232302fe4c4450353341393330484331303839383001008d130a1a100c08010103010000000383f500d22727080100e9fa0000020101043e4e204e203702e727100500072d85a801e171e20601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000f4,232302
LDP53A930HC108980,2019/10/26 16:12,2019/10/26 16:12,232302fe4c4450353341393330484331303839383001008d130a1a100c21010103010000000383f500d22727080100ca520000020101043e4e204e203702e727100500072d859801e171da0601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d20000005e,232302
LDP53A930HC108980,2019/10/26 16:12,2019/10/26 16:12,232302fe4c4450353341393330484331303839383001008d130a1a100c3a010103010000000383f500d22727080100e8fc0000020101043e4e204e203702e727100500072d85a001e171de0601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000f5,232302
LDP53A930HC108980,2019/10/26 16:13,2019/10/26 16:13,232302fe4c4450353341393330484331303839383001008d130a1a100d17010103010000000383f500d22727080100c8ce0000020101043e4e204e203702e727100500072d85a801e171e40601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000f9,232302
LDP53A930HC108980,2019/10/26 16:13,2019/10/26 16:13,232302fe4c4450353341393330484331303839383001008d130a1a100d30010103010000000383f500d22727080100e8fc0000020101043e4e204e203702e727100500072d85b801e171f00601021068010810680101d20102000700000000000000000008010100d22727001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000c8,232302
LDP53A930HC108980,2019/10/26 16:14,2019/10/26 16:14,232302fe4c4450353341393330484331303839383001008d130a1a100e0d010103010000000383f500d22726080100c8d30000020101043e4e204e203702e727100500072d85b801e171f00601021068010810680101d20102000700000000000000000008010100d22726001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000f9,232302
LDP53A930HC108980,2019/10/26 16:14,2019/10/26 16:14,232302fe4c4450353341393330484331303839383001008d130a1a100e26010203010000000383f500d22710080100e9f40000020101033e4e204e2037006127100500072d85b801e171f00601021068010910680101d20102000700000000000000000008010100d22710001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000055,232302
LDP53A930HC108980,2019/10/26 16:15,2019/10/26 16:15,232302fe4c4450353341393330484331303839383001008d130a1a100f03010203010000000383f500d22710080100e9f40000020101033e4e204e2037006127100500072d85b001e171f80601021068010910680101d20102000700000000000000000008010100d22710001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000071,232302
LDP53A930HC108980,2019/10/26 16:15,2019/10/26 16:15,232302fe4c4450353341393330484331303839383001008d130a1a100f1c010203010000000383f500d22710080100e9f40000020101033e4e204e2037006127100500072d85b001e171f00601021068010910680101d20102000700000000000000000008010100d22710001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d200000066,232302
LDP53A930HC108980,2019/10/26 16:15,2019/10/26 16:15,232302fe4c4450353341393330484331303839383001008d130a1a100f35010203010000000383f500d22710080100e9f40000020101033e4e204e2037006127100500072d85c001e172040601021068010910680101d20102000700000000000000000008010100d22710001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000c8,232302
LDP53A930HC108980,2019/10/26 16:16,2019/10/26 16:16,232302fe4c4450353341393330484331303839383001008d130a1a101012010203010000000383f500d22710080100e9f40000020101033e4e204e2037006127100500072d85c001e1720a0601021068010910680101d20102000700000000000000000008010100d22710001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000fe,232302
LDP53A930HC108980,2019/10/26 16:16,2019/10/26 16:16,232302fe4c4450353341393330484331303839383001008d130a1a10102b010203010000000383f500d22710080100e9f40000020101033e4e204e2037006127100500072d85c001e172120601021068010910680101d20102000700000000000000000008010100d22710001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000df,232302
LDP53A930HC108980,2019/10/26 16:17,2019/10/26 16:17,232302fe4c4450353341393330484331303839383001008d130a1a101108010203010000000383f500d22710080100e9f40000020101033e4e204e2037006127100500072d85c801e172100601021068010910680101d20102000700000000000000000008010100d22710001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000f7,232302
LDP53A930HC108980,2019/10/26 16:17,2019/10/26 16:17,232302fe4c4450353341393330484331303839383001008d130a1a101121010203010000000383f500d22710080100e9f40000020101033e4e204e2037006127100500072d85b001e172000601021068010910680101d20102000700000000000000000008010100d22710001600011600001068106810680000000000001068106800000000000000000000000000000000000000000000000000000901010004d2000000b6,232302
LDP53A930HC108980,2019/10/26 16:17,2019/10/26 16:17,232304fe4c44503533413933304843313038393830010008130a1a10113600d332,232304
